code,name,sido,sigungu,eupmyeondong,ri,status,level,parent_code,sido_abbr,sido_en,name_en
1100000000,서울특별시,서울특별시,,,,존재,1,0,서울,Seoul,Seoul
1111000000,서울특별시 종로구,서울특별시,종로구,,,존재,2,1100000000,서울,Seoul,Seoul Jongro-gu
1111010100,서울특별시 종로구 청운동,서울특별시,종로구,청운동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Cheongun-dong
1111010200,서울특별시 종로구 신교동,서울특별시,종로구,신교동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Singyo-dong
1111010300,서울특별시 종로구 궁정동,서울특별시,종로구,궁정동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gungjeong-dong
1111010400,서울특별시 종로구 효자동,서울특별시,종로구,효자동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Hyoja-dong
1111010500,서울특별시 종로구 창성동,서울특별시,종로구,창성동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Changseong-dong
1111010600,서울특별시 종로구 통의동,서울특별시,종로구,통의동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Tongui-dong
1111010700,서울특별시 종로구 적선동,서울특별시,종로구,적선동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jeokseon-dong
1111010800,서울특별시 종로구 통인동,서울특별시,종로구,통인동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Tongin-dong
1111010900,서울특별시 종로구 누상동,서울특별시,종로구,누상동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Nusang-dong
1111011000,서울특별시 종로구 누하동,서울특별시,종로구,누하동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Nuha-dong
1111011100,서울특별시 종로구 옥인동,서울특별시,종로구,옥인동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Ogin-dong
1111011200,서울특별시 종로구 체부동,서울특별시,종로구,체부동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Chebu-dong
1111011300,서울특별시 종로구 필운동,서울특별시,종로구,필운동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Pirun-dong
1111011400,서울특별시 종로구 내자동,서울특별시,종로구,내자동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Naeja-dong
1111011500,서울특별시 종로구 사직동,서울특별시,종로구,사직동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sajik-dong
1111011600,서울특별시 종로구 도렴동,서울특별시,종로구,도렴동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Doryeom-dong
1111011700,서울특별시 종로구 당주동,서울특별시,종로구,당주동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Dangju-dong
1111011800,서울특별시 종로구 내수동,서울특별시,종로구,내수동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Naesu-dong
1111011900,서울특별시 종로구 세종로,서울특별시,종로구,세종로,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sejong-ro
1111012000,서울특별시 종로구 신문로1가,서울특별시,종로구,신문로1가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sinmunro1-ga
1111012100,서울특별시 종로구 신문로2가,서울특별시,종로구,신문로2가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sinmunro2-ga
1111012200,서울특별시 종로구 청진동,서울특별시,종로구,청진동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Cheongjin-dong
1111012300,서울특별시 종로구 서린동,서울특별시,종로구,서린동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Seorin-dong
1111012400,서울특별시 종로구 수송동,서울특별시,종로구,수송동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Susong-dong
1111012500,서울특별시 종로구 중학동,서울특별시,종로구,중학동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Junghak-dong
1111012600,서울특별시 종로구 종로1가,서울특별시,종로구,종로1가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jongro1-ga
1111012700,서울특별시 종로구 공평동,서울특별시,종로구,공평동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gongpyeong-dong
1111012800,서울특별시 종로구 관훈동,서울특별시,종로구,관훈동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gwanhun-dong
1111012900,서울특별시 종로구 견지동,서울특별시,종로구,견지동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gyeonji-dong
1111013000,서울특별시 종로구 와룡동,서울특별시,종로구,와룡동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Waryong-dong
1111013100,서울특별시 종로구 권농동,서울특별시,종로구,권농동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gwonnong-dong
1111013200,서울특별시 종로구 운니동,서울특별시,종로구,운니동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Unni-dong
1111013300,서울특별시 종로구 익선동,서울특별시,종로구,익선동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Ikseon-dong
1111013400,서울특별시 종로구 경운동,서울특별시,종로구,경운동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gyeongun-dong
1111013500,서울특별시 종로구 관철동,서울특별시,종로구,관철동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gwancheol-dong
1111013600,서울특별시 종로구 인사동,서울특별시,종로구,인사동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Insa-dong
1111013700,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Nagwon-dong
1111013800,서울특별시 종로구 종로2가,서울특별시,종로구,종로2가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jongro2-ga
1111013900,서울특별시 종로구 팔판동,서울특별시,종로구,팔판동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Palpan-dong
1111014000,서울특별시 종로구 삼청동,서울특별시,종로구,삼청동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Samcheong-dong
1111014100,서울특별시 종로구 안국동,서울특별시,종로구,안국동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Anguk-dong
1111014200,서울특별시 종로구 소격동,서울특별시,종로구,소격동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sogyeok-dong
1111014300,서울특별시 종로구 화동,서울특별시,종로구,화동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Hwa-dong
1111014400,서울특별시 종로구 사간동,서울특별시,종로구,사간동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sagan-dong
1111014500,서울특별시 종로구 송현동,서울특별시,종로구,송현동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Songhyeon-dong
1111014600,서울특별시 종로구 가회동,서울특별시,종로구,가회동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gahoe-dong
1111014700,서울특별시 종로구 재동,서울특별시,종로구,재동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jae-dong
1111014800,서울특별시 종로구 계동,서울특별시,종로구,계동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gye-dong
1111014900,서울특별시 종로구 원서동,서울특별시,종로구,원서동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Wonseo-dong
1111015000,서울특별시 종로구 훈정동,서울특별시,종로구,훈정동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Hunjeong-dong
1111015100,서울특별시 종로구 묘동,서울특별시,종로구,묘동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Myo-dong
1111015200,서울특별시 종로구 봉익동,서울특별시,종로구,봉익동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Bongik-dong
1111015300,서울특별시 종로구 돈의동,서울특별시,종로구,돈의동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Donui-dong
1111015400,서울특별시 종로구 장사동,서울특별시,종로구,장사동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jangsa-dong
1111015500,서울특별시 종로구 관수동,서울특별시,종로구,관수동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gwansu-dong
1111015600,서울특별시 종로구 종로3가,서울특별시,종로구,종로3가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jongro3-ga
1111015700,서울특별시 종로구 인의동,서울특별시,종로구,인의동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Inui-dong
1111015800,서울특별시 종로구 예지동,서울특별시,종로구,예지동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Yeji-dong
1111015900,서울특별시 종로구 원남동,서울특별시,종로구,원남동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Wonnam-dong
1111016000,서울특별시 종로구 연지동,서울특별시,종로구,연지동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Yeonji-dong
1111016100,서울특별시 종로구 종로4가,서울특별시,종로구,종로4가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jongro4-ga
1111016200,서울특별시 종로구 효제동,서울특별시,종로구,효제동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Hyoje-dong
1111016300,서울특별시 종로구 종로5가,서울특별시,종로구,종로5가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jongro5-ga
1111016400,서울특별시 종로구 종로6가,서울특별시,종로구,종로6가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Jongro6-ga
1111016500,서울특별시 종로구 이화동,서울특별시,종로구,이화동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Ihwa-dong
1111016600,서울특별시 종로구 연건동,서울특별시,종로구,연건동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Yeongeon-dong
1111016700,서울특별시 종로구 충신동,서울특별시,종로구,충신동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Chungsin-dong
1111016800,서울특별시 종로구 동숭동,서울특별시,종로구,동숭동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Dongsung-dong
1111016900,서울특별시 종로구 혜화동,서울특별시,종로구,혜화동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Hyehwa-dong
1111017000,서울특별시 종로구 명륜1가,서울특별시,종로구,명륜1가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Myeongryun1-ga
1111017100,서울특별시 종로구 명륜2가,서울특별시,종로구,명륜2가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Myeongryun2-ga
1111017200,서울특별시 종로구 명륜4가,서울특별시,종로구,명륜4가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Myeongryun4-ga
1111017300,서울특별시 종로구 명륜3가,서울특별시,종로구,명륜3가,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Myeongryun3-ga
1111017400,서울특별시 종로구 창신동,서울특별시,종로구,창신동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Changsin-dong
1111017500,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sungin-dong
1111017600,서울특별시 종로구 교남동,서울특별시,종로구,교남동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gyonam-dong
1111017700,서울특별시 종로구 평동,서울특별시,종로구,평동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Pyeong-dong
1111017800,서울특별시 종로구 송월동,서울특별시,종로구,송월동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Songwol-dong
1111017900,서울특별시 종로구 홍파동,서울특별시,종로구,홍파동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Hongpa-dong
1111018000,서울특별시 종로구 교북동,서울특별시,종로구,교북동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gyobuk-dong
1111018100,서울특별시 종로구 행촌동,서울특별시,종로구,행촌동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Haengchon-dong
1111018200,서울특별시 종로구 구기동,서울특별시,종로구,구기동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Gugi-dong
1111018300,서울특별시 종로구 평창동,서울특별시,종로구,평창동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Pyeongchang-dong
1111018400,서울특별시 종로구 부암동,서울특별시,종로구,부암동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Buam-dong
1111018500,서울특별시 종로구 홍지동,서울특별시,종로구,홍지동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Hongji-dong
1111018600,서울특별시 종로구 신영동,서울특별시,종로구,신영동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Sinyeong-dong
1111018700,서울특별시 종로구 무악동,서울특별시,종로구,무악동,,존재,3,1111000000,서울,Seoul,Seoul Jongro-gu Muak-dong
1111090100,서울특별시 종로구 창신1동,서울특별시,종로구,창신1동,,폐지,3,1111000000,서울,Seoul,Seoul Jongro-gu Changsin1-dong
1111090200,서울특별시 종로구 창신2동,서울특별시,종로구,창신2동,,폐지,3,1111000000,서울,Seoul,Seoul Jongro-gu Changsin2-dong
1111090300,서울특별시 종로구 창신3동,서울특별시,종로구,창신3동,,폐지,3,1111000000,서울,Seoul,Seoul Jongro-gu Changsin3-dong
1111090400,서울특별시 종로구 숭인1동,서울특별시,종로구,숭인1동,,폐지,3,1111000000,서울,Seoul,Seoul Jongro-gu Sungin1-dong
1111090500,서울특별시 종로구 숭인2동,서울특별시,종로구,숭인2동,,폐지,3,1111000000,서울,Seoul,Seoul Jongro-gu Sungin2-dong
1114000000,서울특별시 중구,서울특별시,중구,,,존재,2,1100000000,서울,Seoul,Seoul Jung-gu
1114000100,서울특별시 중구 동자동,서울특별시,중구,동자동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Dongja-dong
1114000200,서울특별시 중구 도동1가,서울특별시,중구,도동1가,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Dodong1-ga
1114000300,서울특별시 중구 도동2가,서울특별시,중구,도동2가,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Dodong2-ga
1114000400,서울특별시 중구 양동,서울특별시,중구,양동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Yang-dong
1114010100,서울특별시 중구 무교동,서울특별시,중구,무교동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Mugyo-dong
1114010200,서울특별시 중구 다동,서울특별시,중구,다동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Da-dong
1114010300,서울특별시 중구 태평로1가,서울특별시,중구,태평로1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Taepyeongro1-ga
1114010400,서울특별시 중구 을지로1가,서울특별시,중구,을지로1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Euljiro1-ga
1114010500,서울특별시 중구 을지로2가,서울특별시,중구,을지로2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Euljiro2-ga
1114010600,서울특별시 중구 남대문로1가,서울특별시,중구,남대문로1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namdaemunro1-ga
1114010700,서울특별시 중구 삼각동,서울특별시,중구,삼각동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Samgak-dong
1114010800,서울특별시 중구 수하동,서울특별시,중구,수하동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Suha-dong
1114010900,서울특별시 중구 장교동,서울특별시,중구,장교동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Janggyo-dong
1114011000,서울특별시 중구 수표동,서울특별시,중구,수표동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Supyo-dong
1114011100,서울특별시 중구 소공동,서울특별시,중구,소공동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Sogong-dong
1114011200,서울특별시 중구 남창동,서울특별시,중구,남창동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namchang-dong
1114011300,서울특별시 중구 북창동,서울특별시,중구,북창동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Bukchang-dong
1114011400,서울특별시 중구 태평로2가,서울특별시,중구,태평로2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Taepyeongro2-ga
1114011500,서울특별시 중구 남대문로2가,서울특별시,중구,남대문로2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namdaemunro2-ga
1114011600,서울특별시 중구 남대문로3가,서울특별시,중구,남대문로3가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namdaemunro3-ga
1114011700,서울특별시 중구 남대문로4가,서울특별시,중구,남대문로4가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namdaemunro4-ga
1114011800,서울특별시 중구 남대문로5가,서울특별시,중구,남대문로5가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namdaemunro5-ga
1114011900,서울특별시 중구 봉래동1가,서울특별시,중구,봉래동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Bongraedong1-ga
1114012000,서울특별시 중구 봉래동2가,서울특별시,중구,봉래동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Bongraedong2-ga
1114012100,서울특별시 중구 회현동1가,서울특별시,중구,회현동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Hoehyeondong1-ga
1114012200,서울특별시 중구 회현동2가,서울특별시,중구,회현동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Hoehyeondong2-ga
1114012300,서울특별시 중구 회현동3가,서울특별시,중구,회현동3가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Hoehyeondong3-ga
1114012400,서울특별시 중구 충무로1가,서울특별시,중구,충무로1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Chungmuro1-ga
1114012500,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Chungmuro2-ga
1114012600,서울특별시 중구 명동1가,서울특별시,중구,명동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Myeongdong1-ga
1114012700,서울특별시 중구 명동2가,서울특별시,중구,명동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Myeongdong2-ga
1114012800,서울특별시 중구 남산동1가,서울특별시,중구,남산동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namsandong1-ga
1114012900,서울특별시 중구 남산동2가,서울특별시,중구,남산동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namsandong2-ga
1114013000,서울특별시 중구 남산동3가,서울특별시,중구,남산동3가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namsandong3-ga
1114013100,서울특별시 중구 저동1가,서울특별시,중구,저동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Jeodong1-ga
1114013200,서울특별시 중구 충무로4가,서울특별시,중구,충무로4가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Chungmuro4-ga
1114013300,서울특별시 중구 충무로5가,서울특별시,중구,충무로5가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Chungmuro5-ga
1114013400,서울특별시 중구 인현동2가,서울특별시,중구,인현동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Inhyeondong2-ga
1114013500,서울특별시 중구 예관동,서울특별시,중구,예관동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Yegwan-dong
1114013600,서울특별시 중구 묵정동,서울특별시,중구,묵정동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Mukjeong-dong
1114013700,서울특별시 중구 필동1가,서울특별시,중구,필동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Pildong1-ga
1114013800,서울특별시 중구 필동2가,서울특별시,중구,필동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Pildong2-ga
1114013900,서울특별시 중구 필동3가,서울특별시,중구,필동3가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Pildong3-ga
1114014000,서울특별시 중구 남학동,서울특별시,중구,남학동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Namhak-dong
1114014100,서울특별시 중구 주자동,서울특별시,중구,주자동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Juja-dong
1114014200,서울특별시 중구 예장동,서울특별시,중구,예장동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Yejang-dong
1114014300,서울특별시 중구 장충동1가,서울특별시,중구,장충동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Jangchungdong1-ga
1114014400,서울특별시 중구 장충동2가,서울특별시,중구,장충동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Jangchungdong2-ga
1114014500,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Gwanghuidong1-ga
1114014600,서울특별시 중구 광희동2가,서울특별시,중구,광희동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Gwanghuidong2-ga
1114014700,서울특별시 중구 쌍림동,서울특별시,중구,쌍림동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Ssangrim-dong
1114014800,서울특별시 중구 을지로6가,서울특별시,중구,을지로6가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Euljiro6-ga
1114014900,서울특별시 중구 을지로7가,서울특별시,중구,을지로7가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Euljiro7-ga
1114015000,서울특별시 중구 을지로4가,서울특별시,중구,을지로4가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Euljiro4-ga
1114015100,서울특별시 중구 을지로5가,서울특별시,중구,을지로5가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Euljiro5-ga
1114015200,서울특별시 중구 주교동,서울특별시,중구,주교동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Jugyo-dong
1114015300,서울특별시 중구 방산동,서울특별시,중구,방산동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Bangsan-dong
1114015400,서울특별시 중구 오장동,서울특별시,중구,오장동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Ojang-dong
1114015500,서울특별시 중구 을지로3가,서울특별시,중구,을지로3가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Euljiro3-ga
1114015600,서울특별시 중구 입정동,서울특별시,중구,입정동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Ipjeong-dong
1114015700,서울특별시 중구 산림동,서울특별시,중구,산림동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Sanrim-dong
1114015800,서울특별시 중구 충무로3가,서울특별시,중구,충무로3가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Chungmuro3-ga
1114015900,서울특별시 중구 초동,서울특별시,중구,초동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Cho-dong
1114016000,서울특별시 중구 인현동1가,서울특별시,중구,인현동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Inhyeondong1-ga
1114016100,서울특별시 중구 저동2가,서울특별시,중구,저동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Jeodong2-ga
1114016200,서울특별시 중구 신당동,서울특별시,중구,신당동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Sindang-dong
1114016300,서울특별시 중구 흥인동,서울특별시,중구,흥인동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Heungin-dong
1114016400,서울특별시 중구 무학동,서울특별시,중구,무학동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Muhak-dong
1114016500,서울특별시 중구 황학동,서울특별시,중구,황학동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Hwanghak-dong
1114016600,서울특별시 중구 서소문동,서울특별시,중구,서소문동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Seosomun-dong
1114016700,서울특별시 중구 정동,서울특별시,중구,정동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Jeong-dong
1114016800,서울특별시 중구 순화동,서울특별시,중구,순화동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Sunhwa-dong
1114016900,서울특별시 중구 의주로1가,서울특별시,중구,의주로1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Uijuro1-ga
1114017000,서울특별시 중구 충정로1가,서울특별시,중구,충정로1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Chungjeongro1-ga
1114017100,서울특별시 중구 중림동,서울특별시,중구,중림동,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Jungrim-dong
1114017200,서울특별시 중구 의주로2가,서울특별시,중구,의주로2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Uijuro2-ga
1114017300,서울특별시 중구 만리동1가,서울특별시,중구,만리동1가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Manridong1-ga
1114017400,서울특별시 중구 만리동2가,서울특별시,중구,만리동2가,,존재,3,1114000000,서울,Seoul,Seoul Jung-gu Manridong2-ga
1114090100,서울특별시 중구 신당1동,서울특별시,중구,신당1동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Sindang1-dong
1114090200,서울특별시 중구 신당2동,서울특별시,중구,신당2동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Sindang2-dong
1114090300,서울특별시 중구 신당3동,서울특별시,중구,신당3동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Sindang3-dong
1114090400,서울특별시 중구 신당4동,서울특별시,중구,신당4동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Sindang4-dong
1114090500,서울특별시 중구 신당5동,서울특별시,중구,신당5동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Sindang5-dong
1114090600,서울특별시 중구 신당6동,서울특별시,중구,신당6동,,폐지,3,1114000000,서울,Seoul,Seoul Jung-gu Sindang6-dong
1117000000,서울특별시 용산구,서울특별시,용산구,,,존재,2,1100000000,서울,Seoul,Seoul Yongsan-gu
1117000100,서울특별시 용산구 옥수동,서울특별시,용산구,옥수동,,폐지,3,1117000000,서울,Seoul,Seoul Yongsan-gu Oksu-dong
1117000200,서울특별시 용산구 도동1가,서울특별시,용산구,도동1가,,폐지,3,1117000000,서울,Seoul,Seoul Yongsan-gu Dodong1-ga
1117000300,서울특별시 용산구 도동2가,서울특별시,용산구,도동2가,,폐지,3,1117000000,서울,Seoul,Seoul Yongsan-gu Dodong2-ga
1117000400,서울특별시 용산구 만리동1가,서울특별시,용산구,만리동1가,,폐지,3,1117000000,서울,Seoul,Seoul Yongsan-gu Manridong1-ga
1117000500,서울특별시 용산구 만리동2가,서울특별시,용산구,만리동2가,,폐지,3,1117000000,서울,Seoul,Seoul Yongsan-gu Manridong2-ga
1117010100,서울특별시 용산구 후암동,서울특별시,용산구,후암동,,존재,3,1117000000,서울,Seoul,Seoul Yongsan-gu Huam-dong
1117010200,서울특별시 용산구 용산동2가,서울특별시,용산구,용산동2가,,존재,3,1117000000,서울,Seoul,Seoul Yongsan-gu Yongsandong2-ga
1117010300,서울특별시 용산구 용산동4가,서울특별시,용산구,용산동4가,,존재,3,1117000000,서울,Seoul,Seoul Yongsan-gu Yongsandong4-ga
1117010400,서울특별시 용산구 갈월동,서울특별시,용산구,갈월동,,존재,3,1117000000,서울,Seoul,Seoul Yongsan-gu Garwol-dong
1117010500,서울특별시 용산구 남영동,서울특별시,용산구,남영동,,존재,3,1117000000,서울,Seoul,Seoul Yongsan-gu Namyeong-dong
1117010600,서울특별시 용산구 용산동1가,서울특별시,용산구,용산동1가,,존재,3,1117000000,서울,Seoul,Seoul Yongsan-gu Yongsandong1-ga
1117010700,서울특별시 용산구 동자동,서울특별시,용산구,동자동,,존재,3,1117000000,서울,Seoul,Seoul Yongsan-gu Dongja-dong
